ID	Description	NES_mus12d_10gy	NES_mus12d_20gy	NES_musw12d_10gy	NES_musw12d_20gy	NES_aco12d_10gy	NES_aco12d_20gy	padj_mus12d_10gy	padj_mus12d_20gy	padj_musw12d_10gy	padj_musw12d_20gy	padj_aco12d_10gy	padj_aco12d_20gy	padj_mus	padj_musw	padj_aco	padj_min
GO:0030198	extracellular matrix organization	-1.96708012947146	-1.89208140206925	-1.88534200763538	-1.88645165154482	1.1651192867557	1.22975833568229	1.19917749400611e-06	2.35478081994838e-06	2.77024203991412e-06	5.12717499939395e-06	0.444450043617559	0.245347180087765	1.19917749400611e-06	2.77024203991412e-06	0.245347180087765	1.19917749400611e-06
GO:0045229	external encapsulating structure organization	-1.96708012947146	-1.89208140206925	-1.88534200763538	-1.88645165154482	1.14293654064428	1.21593767494234	1.19917749400611e-06	2.35478081994838e-06	2.77024203991412e-06	5.12717499939395e-06	0.487597646212355	0.273096763534228	1.19917749400611e-06	2.77024203991412e-06	0.273096763534228	1.19917749400611e-06
GO:0043062	extracellular structure organization	-1.95276130296113	-1.88403716632814	-1.88534200763538	-1.88645165154482	1.16192438032641	1.23867085306865	1.19917749400611e-06	6.89085569800349e-06	2.77024203991412e-06	5.12717499939395e-06	0.454500884448994	0.223860612822934	1.19917749400611e-06	2.77024203991412e-06	0.223860612822934	1.19917749400611e-06
GO:0007600	sensory perception	1.67431309897483	1.71615468854119	1.70177185912889	1.74985676930294	1.61873919694458	1.79849687047176	0.000186292554493645	1.10764768908241e-05	0.000185759408103098	0.000184940817692813	0.00117607923761013	2.61093123194495e-07	1.10764768908241e-05	0.000184940817692813	2.61093123194495e-07	2.61093123194495e-07
GO:1903530	regulation of secretion by cell	1.57158217446076	1.56212871433749	1.3673689270282	1.41236214901947	1.44644526558151	1.56927066125895	0.000254213408381712	0.000132434651428686	0.0700641252746643	0.0567725242113546	0.00863892723838153	2.28714687057056e-05	0.000132434651428686	0.0567725242113546	2.28714687057056e-05	2.28714687057056e-05
GO:0006836	neurotransmitter transport	1.79383013454422	1.90869179724528	1.58491787270468	1.63064373347158	1.30410347581185	1.40525802770195	0.00068842526601176	3.82118275642675e-06	0.0410312351999768	0.0480217170753914	0.246632307581483	0.0733631058525068	3.82118275642675e-06	0.0410312351999768	0.0733631058525068	3.82118275642675e-06
GO:0001505	regulation of neurotransmitter levels	1.76571712145219	1.86096983881016	1.52979968062365	1.53513521916235	1.49221384035691	1.55814540575353	0.00105446287929576	1.13352938702473e-05	0.0700641252746643	0.106153373070131	0.0703738292852779	0.0122826109752756	1.13352938702473e-05	0.0700641252746643	0.0122826109752756	1.13352938702473e-05
GO:0007269	neurotransmitter secretion	1.82346178418338	1.95341097245786	1.55610669736218	1.58806615142193	1.2973846512327	1.50367117929658	0.00126755984334729	1.13352938702473e-05	0.0789669765282772	0.0912402002199466	0.290449094619487	0.0374342521437226	1.13352938702473e-05	0.0789669765282772	0.0374342521437226	1.13352938702473e-05
GO:0099643	signal release from synapse	1.82346178418338	1.95341097245786	1.55610669736218	1.58806615142193	1.2973846512327	1.50367117929658	0.00126755984334729	1.13352938702473e-05	0.0789669765282772	0.0912402002199466	0.290449094619487	0.0374342521437226	1.13352938702473e-05	0.0789669765282772	0.0374342521437226	1.13352938702473e-05
GO:0007186	G protein-coupled receptor signaling pathway	1.54102885937322	1.60073531158818	1.43837653234575	1.50656949421925	1.68863864820188	1.89545865657437	0.0015298741521386	5.8508999591237e-05	0.0350903084639382	0.0412016556715979	1.14373691457456e-05	1.09358490566038e-08	5.8508999591237e-05	0.0350903084639382	1.09358490566038e-08	1.09358490566038e-08
GO:0046928	regulation of neurotransmitter secretion	1.86886486990072	1.98094051656449	1.38314799317286	1.40184740841381	1.35786409673131	1.55563811846868	0.00307585635615974	0.00014375169921667	0.420868862774159	0.432098300101768	0.250010787486516	0.0374342521437226	0.00014375169921667	0.420868862774159	0.0374342521437226	0.00014375169921667
GO:0050804	modulation of chemical synaptic transmission	1.54952465689067	1.6708399326969	1.4235519786696	1.44504633451905	1.58394714762918	1.65732879318946	0.00307585635615974	1.40226879731909e-05	0.0577866163785277	0.0898798540563007	0.000744053041422386	5.55126094728228e-06	1.40226879731909e-05	0.0577866163785277	5.55126094728228e-06	5.55126094728228e-06
GO:0099177	regulation of trans-synaptic signaling	1.54909931839299	1.67010456115303	1.41922231649871	1.44065003216133	1.58041788030346	1.64652880441355	0.003275642548737	1.13352938702473e-05	0.0596980602511505	0.0958282410610632	0.00117607923761013	1.01684087984103e-05	1.13352938702473e-05	0.0596980602511505	1.01684087984103e-05	1.01684087984103e-05
GO:0098660	inorganic ion transmembrane transport	1.48506620523422	1.50535064753014	1.42768698732516	1.43713815390866	NA	NA	0.00332465293624678	0.00151780593574555	0.0212898690372474	0.0453240245304441	NA	NA	0.00151780593574555	0.0212898690372474	NA	0.00151780593574555
GO:0034765	regulation of ion transmembrane transport	1.56268935560219	1.52690982617561	1.46937645636398	1.49315710998721	1.53096396857789	1.68201463881927	0.00624733013532381	0.00738200047058685	0.0372705559958299	0.0480217170753914	0.00861022796905623	4.32451765162283e-06	0.00624733013532381	0.0372705559958299	4.32451765162283e-06	4.32451765162283e-06
GO:0030855	epithelial cell differentiation	1.48091822978389	1.50852047931224	1.44638836472568	1.50762517259756	1.43715644294508	1.47117337024288	0.00624733013532381	0.0014407468393034	0.0256034290734779	0.0271940405445131	0.00803770427945525	0.00139536468296456	0.0014407468393034	0.0256034290734779	0.00139536468296456	0.00139536468296456
GO:0023061	signal release	1.50910576192411	1.54960323884188	1.3396224613202	1.42946159836443	1.48303107713412	1.56209825304188	0.0067538351045907	0.00131946848473139	0.154094255097488	0.0869500881792056	0.00775563809850694	0.000106015600164949	0.00131946848473139	0.0869500881792056	0.000106015600164949	0.000106015600164949
GO:0051588	regulation of neurotransmitter transport	1.82587004307128	1.91790748229733	1.41191113457354	1.41466551145047	1.24422324420734	1.42022276446236	0.00692096769502417	0.00025829403583444	0.345427140942851	0.412821541874276	0.400491233956883	0.107242891614499	0.00025829403583444	0.345427140942851	0.107242891614499	0.00025829403583444
GO:0045055	regulated exocytosis	1.67932735106352	1.74599743889042	1.75055840729357	1.74765000309224	1.40739445749197	1.51205099795614	0.00860142368610913	0.00131946848473139	0.00140551250633029	0.00612878712087945	0.134371141210509	0.0133307326439865	0.00131946848473139	0.00140551250633029	0.0133307326439865	0.00131946848473139
GO:0045071	negative regulation of viral genome replication	1.91254244504552	1.75709946503453	1.99294933650068	1.8132488748198	-0.966899373323749	0.705074182900099	0.00920702650119577	0.056103892150162	0.000819446616876121	0.0571454377308891	0.809771420116718	0.979585971701999	0.00920702650119577	0.000819446616876121	0.809771420116718	0.000819446616876121
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	1.90470926674072	1.89236917194666	1.63401535336948	1.56180090096743	1.55885856944781	1.5289749144227	0.0119039061662605	0.0173242665213131	0.245692395312619	0.412821541874276	0.20540854813903	0.155165037261944	0.0119039061662605	0.245692395312619	0.155165037261944	0.0119039061662605
GO:0099003	vesicle-mediated transport in synapse	1.63532860785649	1.71045234554883	1.69707675670801	1.69757147983384	1.19506898116072	1.30399579550132	0.0122575933297857	0.00136860888585924	0.00272059793984628	0.0142787655548317	0.429297207183693	0.137093987351547	0.00136860888585924	0.00272059793984628	0.137093987351547	0.00136860888585924
GO:0098662	inorganic cation transmembrane transport	1.47728203569503	1.48733158396103	1.38591737138598	1.40680862424283	1.47995574596013	1.55388005739555	0.0127116323333647	0.00422089922688386	0.0574855667480395	0.0912402002199466	0.0043337095185774	3.68244489096504e-05	0.00422089922688386	0.0574855667480395	3.68244489096504e-05	3.68244489096504e-05
GO:0051937	catecholamine transport	1.86683626624853	1.86765435159672	1.82124247458147	1.90596684278703	1.64612987870095	1.68846571682172	0.0169406208811641	0.00821044237986969	0.0178641316674401	0.0283006875701879	0.0956051554485911	0.016283359869249	0.00821044237986969	0.0178641316674401	0.016283359869249	0.00821044237986969
GO:1903305	regulation of regulated secretory pathway	1.70050613019501	1.74271324969239	1.71736027228058	1.70848965828231	1.43151260347505	1.47428493625575	0.0169406208811641	0.00355849538742078	0.0169032642532813	0.0346193701985412	0.165760032910496	0.0498101088159287	0.00355849538742078	0.0169032642532813	0.0498101088159287	0.00355849538742078
GO:0048011	neurotrophin TRK receptor signaling pathway	1.88421558143063	1.85060061269956	1.51543196916063	1.40275032597629	1.16000182598477	1.15191557969522	0.0173441920152724	0.027524448458071	0.362753661716861	0.489927929652777	0.602771078639996	0.526697403914216	0.0173441920152724	0.362753661716861	0.526697403914216	0.0173441920152724
GO:0007159	leukocyte cell-cell adhesion	1.57372771303304	1.60349730258026	1.55958591633595	1.56214798408255	1.51942589105665	1.58066513060728	0.0173441920152724	0.00508522213156166	0.0157537135427835	0.0310545838323315	0.0364010448671493	0.00270603894357432	0.00508522213156166	0.0157537135427835	0.00270603894357432	0.00270603894357432
GO:1901186	positive regulation of ERBB signaling pathway	1.88146183794313	1.86335639445141	1.63455101745764	1.55068381911903	1.46643992795385	1.45082273768653	0.0174239297647828	0.0222336833705285	0.232637426805982	0.388192446768553	0.249214674214674	0.193554373339821	0.0174239297647828	0.232637426805982	0.193554373339821	0.0174239297647828
GO:0043270	positive regulation of ion transport	1.57076592457627	1.5351366656878	1.3817529618687	1.37143356816478	1.53015099071363	1.63025957673596	0.0174239297647828	0.0311815334785931	0.245311026945947	0.271206770606294	0.0474019993680422	0.00113810279830164	0.0174239297647828	0.245311026945947	0.00113810279830164	0.00113810279830164
GO:0044057	regulation of system process	1.42844499421982	1.50090701419514	1.36855008885352	1.40442355648649	1.49534663778801	1.61002730998326	0.0174239297647828	0.00151780593574555	0.0700641252746643	0.11195295925618	0.00174893216828372	6.91158351214166e-06	0.00151780593574555	0.0700641252746643	6.91158351214166e-06	6.91158351214166e-06
GO:0060401	cytosolic calcium ion transport	1.65173034794458	1.6800143005642	1.63903123198227	1.66011137627897	1.41337484718591	1.34220789513136	0.0181026827039792	0.0170376055822731	0.0350798359957229	0.0480217170753914	0.165760032910496	0.139213811854791	0.0170376055822731	0.0350798359957229	0.139213811854791	0.0170376055822731
GO:0042391	regulation of membrane potential	1.51284649218612	1.54242441434188	1.29385093537172	1.34846874564533	1.50234413450648	1.60035399992776	0.018586920182355	0.00526019798106603	0.322968933935564	0.256679113347445	0.0121910025761145	0.000126162830435756	0.00526019798106603	0.256679113347445	0.000126162830435756	0.000126162830435756
GO:0006887	exocytosis	1.53444903341027	1.59263494945529	1.64730508980336	1.65363828954565	1.38716788561288	1.49450916142335	0.0204818268059753	0.00231902492445754	0.00135755589317011	0.00649650417657031	0.085421870138195	0.00723342594794699	0.00231902492445754	0.00135755589317011	0.00723342594794699	0.00135755589317011
GO:0035456	response to interferon-beta	1.83932338459927	1.80707117652274	2.12174572044357	1.75105423273005	1.44669762109226	1.69909908677889	0.0206936869202936	0.0280072679505972	9.82954237661572e-06	0.0983288129594889	0.275058428279287	0.0280418629245124	0.0206936869202936	9.82954237661572e-06	0.0280418629245124	9.82954237661572e-06
GO:0021766	hippocampus development	1.8380868600467	1.80679774215993	1.5838394586351	1.55172622394773	1.61447455636381	1.44124482181849	0.0206936869202936	0.0322601831897508	0.195482122415666	0.384140912249953	0.0890506571572726	0.154361074890233	0.0206936869202936	0.195482122415666	0.0890506571572726	0.0206936869202936
GO:0035458	cellular response to interferon-beta	1.83736207072758	1.88491317773008	2.1500133827375	1.86361456073774	1.69126814528651	1.89906932022428	0.0206936869202936	0.0197193726719341	5.00398169967882e-06	0.0310545838323315	0.11443473507191	0.00329645569597544	0.0197193726719341	5.00398169967882e-06	0.00329645569597544	5.00398169967882e-06
GO:0051047	positive regulation of secretion	1.52664191505203	1.51723965950278	1.35599859119951	1.41267671138462	1.24106573112272	1.36334842527657	0.0206936869202936	0.0197193726719341	0.264965259524403	0.167511097266918	0.302641026363834	0.066610731114278	0.0197193726719341	0.167511097266918	0.066610731114278	0.0197193726719341
GO:0009991	response to extracellular stimulus	1.50276581941551	1.51206955495459	1.51636237726899	1.55402879699143	1.24377408774525	1.31865858131222	0.0206936869202936	0.0224819501569735	0.0208735284342079	0.0310545838323315	0.280422682907155	0.091149187622204	0.0206936869202936	0.0208735284342079	0.091149187622204	0.0206936869202936
GO:0001702	gastrulation with mouth forming second	-2.00115424953258	-1.89359779916132	-1.28590907480795	-1.21512871126696	1.02491270362154	0.997076790760705	0.0219694732927216	0.0424977450988551	0.544779871132126	0.695525557409374	0.745199961172588	0.702994799612174	0.0219694732927216	0.544779871132126	0.702994799612174	0.0219694732927216
GO:0009615	response to virus	1.53815704621134	1.40260450920627	1.92708150773361	1.71293297180122	0.953992792723822	1.11778996350577	0.0240709205920035	0.116783390594215	1.91033333333333e-07	0.00160531960600727	0.845222465353756	0.464426409489161	0.0240709205920035	1.91033333333333e-07	0.464426409489161	1.91033333333333e-07
GO:0019233	sensory perception of pain	1.72736276561731	1.70934794938313	1.66889850354782	1.64449329294949	1.91494083118557	1.80912068632231	0.0255956721260115	0.0275914591361771	0.0658780720532211	0.0869500881792056	0.00174893216828372	0.00102664196371147	0.0255956721260115	0.0658780720532211	0.00102664196371147	0.00102664196371147
GO:0099504	synaptic vesicle cycle	1.61077590146357	1.67373804587692	1.63866310209499	1.66191515159048	1.16967721489325	1.28778243322981	0.0255956721260115	0.00571694562498786	0.0157537135427835	0.0353972764420815	0.485302627972078	0.185270425776755	0.00571694562498786	0.0157537135427835	0.185270425776755	0.00571694562498786
GO:0005978	glycogen biosynthetic process	-1.90334045925273	-1.84202966840277	-1.45695771894428	-1.34813373595108	-1.18906945759037	-0.983529537331758	0.0259940562256974	0.0463093381989408	0.43504852177838	0.511453269660435	0.456551581130119	0.743882615968311	0.0259940562256974	0.43504852177838	0.456551581130119	0.0259940562256974
GO:0009250	glucan biosynthetic process	-1.90334045925273	-1.84202966840277	-1.45695771894428	-1.34813373595108	-1.18906945759037	-0.983529537331758	0.0259940562256974	0.0463093381989408	0.43504852177838	0.511453269660435	0.456551581130119	0.743882615968311	0.0259940562256974	0.43504852177838	0.456551581130119	0.0259940562256974
GO:0060700	regulation of ribonuclease activity	1.80797049778144	1.75199825277414	1.9183031574772	1.85090102135494	NA	NA	0.0259940562256974	0.0681875426189619	0.00153369959954173	0.0271940405445131	NA	NA	0.0259940562256974	0.00153369959954173	NA	0.00153369959954173
GO:0015844	monoamine transport	1.7877045102703	1.79481882529489	1.80368542810586	1.86745809386642	1.67277759673202	1.65266299594928	0.0259940562256974	0.0222336833705285	0.0190657918697902	0.0310545838323315	0.0648505574671667	0.016974716369709	0.0222336833705285	0.0190657918697902	0.016974716369709	0.016974716369709
GO:0051283	negative regulation of sequestering of calcium ion	1.71574840937509	1.75311482200563	1.60085873747572	1.64617714694602	1.28177804378335	1.34442736727467	0.0259940562256974	0.0258466322482408	0.130066350990351	0.118307820201387	0.365851561804617	0.197068608373611	0.0258466322482408	0.118307820201387	0.197068608373611	0.0258466322482408
GO:2001056	positive regulation of cysteine-type endopeptidase activity	1.66843959262832	1.66029227676914	1.58560694098662	1.55840630858878	1.36131849704916	1.18781857829013	0.0259940562256974	0.031307876614722	0.0854824742952552	0.135388139783071	0.239195794538464	0.390541930705292	0.0259940562256974	0.0854824742952552	0.239195794538464	0.0259940562256974
GO:0060402	calcium ion transport into cytosol	1.66825207572956	1.70500067551706	1.68913908140868	1.74023004582402	1.49569028187598	1.49236075944399	0.0259940562256974	0.00821044237986969	0.0208735284342079	0.0318659262445498	0.12920071456277	0.0587053587845971	0.00821044237986969	0.0208735284342079	0.0587053587845971	0.00821044237986969
GO:0051345	positive regulation of hydrolase activity	1.43705100486261	1.41020629254657	1.32008810844277	1.28017921281202	1.25895181892388	1.1892136688776	0.0259940562256974	0.0306319744983201	0.232637426805982	0.276068677508308	0.154256390375721	0.269716494845361	0.0259940562256974	0.232637426805982	0.154256390375721	0.0259940562256974
