ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	Sig	Context	Comparison	Condition
nfkb_reg_sasp	nfkb_reg_sasp	18	0.870183093388504	2.036743226722	9.77265188978639e-07	1.0749917078765e-05	7.20090139247418e-06	943	tags=72%, list=7%, signal=67%	Angpt1/Fgf1/Ccl2/Cxcl1/Il6/Ccl20/Cxcl5/Il1a/Edn1/Wnt16/Csf3/Cxcl2/Fgf2	***	aco_12d	10vsC	aco_12d_10vsC
core_factors_I	core_factors_I	23	-0.666924805663761	-2.00572197045486	0.000425540039649853	0.00234047021807419	0.00156777909344683	4439	tags=87%, list=32%, signal=59%	Spin4/Crebbp/Zc3h4/Usp6nl/Ice1/Trdmt1/Kctd3/Ascc1/Arid2/Meis1/Stag1/Gstm4/Spata6/Pds5b/Patz1/Nfia/C2cd5/Pcif1/Cntln/Efnb3	**	aco_12d	10vsC	aco_12d_10vsC
fibroblast_sasp	fibroblast_sasp	20	0.723248135819917	1.75568220864143	0.00264224738236901	0.0096882404020197	0.00648973041283616	943	tags=50%, list=7%, signal=47%	Ccl2/Cxcl1/Il6/Igfbp6/Ccl20/Icam1/Cxcl5/Il1a/Timp2/Fgf2	**	aco_12d	10vsC	aco_12d_10vsC
RAS_secretome10	RAS_secretome10	8	0.802501872039907	1.57088313431768	0.00943651159916895	0.0259504068977146	0.0173830476826796	482	tags=50%, list=3%, signal=48%	Sema7a/Mmp9/Cyfip2/Cxcl5	*	aco_12d	10vsC	aco_12d_10vsC
modifiers_and_downstream	modifiers_and_downstream	9	0.720187355150848	1.45346801074671	0.0716723549488055	0.157679180887372	0.105622417819292	2257	tags=56%, list=16%, signal=47%	Sfn/Pmaip1/Cdkn1a/Bax/Fas	 	aco_12d	10vsC	aco_12d_10vsC
p53_reg_sasp	p53_reg_sasp	10	0.623641881935036	1.28008767664863	0.207070707070707	0.378223495702006	0.253355451666415	2018	tags=40%, list=15%, signal=34%	Esm1/Spp1/Socs1/Sema3f	 	aco_12d	10vsC	aco_12d_10vsC
core_factors_II	core_factors_II	30	0.469642670954815	1.20846447741639	0.240687679083095	0.378223495702006	0.253355451666415	4304	tags=57%, list=31%, signal=39%	Ccnd1/B4galt7/Plxna3/Tspan12/Dda1/Susd6/Ufm1/Scoc/Dynlt3/Chmp5/Tmem87b/Taf13/Fam214b/Slc16a3/Plk3/Tollip/Bcl2l2	 	aco_12d	10vsC	aco_12d_10vsC
p53_regulators	p53_regulators	15	0.50198862702149	1.13435179384199	0.337007874015748	0.463385826771654	0.310401989225031	1010	tags=27%, list=7%, signal=25%	Pmaip1/Cdkn2a/Cdkn1a/Mdm2	 	aco_12d	10vsC	aco_12d_10vsC
core_factors	core_factors	47	-0.249030099194796	-0.874264006954178	0.706140350877193	0.776754385964912	0.520313942751616	2638	tags=28%, list=19%, signal=22%	Ascc1/Arid2/Meis1/Gstm4/Spata6/Pds5b/Patz1/Nfia/C2cd5/Nol3/Pcif1/Cntln/Efnb3	 	aco_12d	10vsC	aco_12d_10vsC
IR_secretome10	IR_secretome10	9	0.402199316741835	0.811710781434081	0.687713310580205	0.776754385964912	0.520313942751616	692	tags=11%, list=5%, signal=11%	Camk2b	 	aco_12d	10vsC	aco_12d_10vsC
fibroblast_secretory_sasp	fibroblast_secretory_sasp	12	0.332807063237159	0.717785299789777	0.803005008347245	0.803005008347245	0.537898091715858	3739	tags=50%, list=27%, signal=37%	Cd44/Lgals3bp/Hspa8/Hsp90aa1/Calr/S100a11	 	aco_12d	10vsC	aco_12d_10vsC
nfkb_reg_sasp	nfkb_reg_sasp	18	0.909019700396492	2.16064098761958	1.42136706211521e-09	1.56350376832673e-08	1.19694068388649e-08	803	tags=78%, list=6%, signal=73%	Angpt1/Fgf1/Cxcl1/Cxcl5/Ccl2/Ccl20/Il6/Edn1/Csf3/Il1a/Wnt16/Cxcl2/Fgf2/C3	***	aco_12d	20vsC	aco_12d_20vsC
core_factors_I	core_factors_I	23	-0.720274355382597	-2.07183548010949	0.00010146382580407	0.000558051041922384	0.000427216108648715	2892	tags=91%, list=21%, signal=72%	Usp6nl/Zc3h4/Trdmt1/Ice1/Spin4/Kctd3/C2cd5/Smo/Gstm4/Spata6/Rhno1/Arid2/Ascc1/Nfia/Stag1/Meis1/Patz1/Pds5b/Efnb3/Pcif1/Cntln	***	aco_12d	20vsC	aco_12d_20vsC
fibroblast_sasp	fibroblast_sasp	20	0.721099858096564	1.76946424548381	0.00127060520971015	0.00465888576893721	0.00356661111497586	775	tags=50%, list=6%, signal=47%	Cxcl1/Cxcl5/Ccl2/Ccl20/Il6/Igfbp6/Icam1/Il1a/Timp2/Fgf2	**	aco_12d	20vsC	aco_12d_20vsC
RAS_secretome10	RAS_secretome10	8	0.705266878399563	1.38866895064901	0.102430555555556	0.246268656716418	0.1885310290652	706	tags=50%, list=5%, signal=47%	Cxcl5/Mmp9/Sema7a/Cyfip2	 	aco_12d	20vsC	aco_12d_20vsC
core_factors_II	core_factors_II	30	0.512229446268631	1.33127212475031	0.111940298507463	0.246268656716418	0.1885310290652	3414	tags=50%, list=25%, signal=38%	Ccnd1/Tspan12/Plxna3/B4galt7/Susd6/Dda1/Bcl2l2/Fam214b/Dynlt3/Ufm1/Scoc/Tmem87b/Plk3/Taf13/Chmp5	 	aco_12d	20vsC	aco_12d_20vsC
p53_reg_sasp	p53_reg_sasp	10	0.548431054544265	1.12874422981074	0.358108108108108	0.570943487751637	0.437085923637617	794	tags=20%, list=6%, signal=19%	Esm1/Spp1	 	aco_12d	20vsC	aco_12d_20vsC
modifiers_and_downstream	modifiers_and_downstream	9	0.55831696363031	1.12812677515723	0.363327674023769	0.570943487751637	0.437085923637617	1639	tags=44%, list=12%, signal=39%	Sfn/Pmaip1/Cdkn1a/Fas	 	aco_12d	20vsC	aco_12d_20vsC
core_factors	core_factors	47	-0.284850409205878	-0.954619317233947	0.518939393939394	0.680293501048218	0.520798852477105	2799	tags=38%, list=20%, signal=31%	Ice1/Kctd3/C2cd5/Smo/Gstm4/Spata6/Rhno1/Arid2/Ascc1/Gdnf/Nfia/Meis1/Patz1/Pds5b/Nol3/Efnb3/Pcif1/Cntln	 	aco_12d	20vsC	aco_12d_20vsC
p53_regulators	p53_regulators	15	0.408739673986035	0.935646682888652	0.556603773584906	0.680293501048218	0.520798852477105	1027	tags=27%, list=7%, signal=25%	Pmaip1/Cdkn1a/Cdkn2a/Mdm2	 	aco_12d	20vsC	aco_12d_20vsC
IR_secretome10	IR_secretome10	9	-0.350904173425823	-0.7693830708488	0.757869249394673	0.833656174334141	0.638205683700777	1938	tags=33%, list=14%, signal=29%	Srp72/Esyt2/Fbl	 	aco_12d	20vsC	aco_12d_20vsC
fibroblast_secretory_sasp	fibroblast_secretory_sasp	12	-0.218723390047442	-0.524543100665967	0.958333333333333	0.958333333333333	0.733652312599681	1851	tags=17%, list=13%, signal=14%	Hspa5/Vcan	 	aco_12d	20vsC	aco_12d_20vsC
nfkb_reg_sasp	nfkb_reg_sasp	17	0.763587602242532	1.85891933139958	0.000447732471725868	0.00492505718898455	0.00377037870927047	958	tags=53%, list=7%, signal=49%	Angpt1/Ccl2/Il6/Csf3/Ccl20/Edn1/Bmp2/Wnt16/Fgf1	**	aco_24h	10vsC	aco_24h_10vsC
fibroblast_sasp	fibroblast_sasp	20	0.661444046651016	1.66157257648882	0.00599645628618729	0.0329805095740301	0.0252482369944728	820	tags=30%, list=6%, signal=28%	Ccl2/Il6/Pgf/Ccl20/Igfbp6/Icam1	*	aco_24h	10vsC	aco_24h_10vsC
core_factors_I	core_factors_I	23	-0.603279032341119	-1.65747501472447	0.0137071533040539	0.0502595621148643	0.038476219800853	1115	tags=39%, list=8%, signal=36%	Patz1/Smo/Pcif1/Cntln/Pds5b/C2cd5/Spin4/Stag1/Rhno1	.	aco_24h	10vsC	aco_24h_10vsC
core_factors_II	core_factors_II	30	0.499181532984368	1.39654618139086	0.0680272108843537	0.187074829931973	0.143215180809166	4220	tags=53%, list=31%, signal=37%	Plxna3/Susd6/Fam214b/Ccnd1/Nol3/Plk3/Dgka/Acadvl/Dynlt3/P4ha2/Tmem87b/Chmp5/Bcl2l2/Dda1/Znhit1/Tspan12	 	aco_24h	10vsC	aco_24h_10vsC
